"DeviceProtection","InternetService","MonthlyCharges","OnlineBackup","OnlineSecurity","PaperlessBilling","SeniorCitizen","StreamingMovies","StreamingTV","TechSupport","Churn","Contract","Dependents","Partner","PaymentMethod","TotalCharges","tenure","MultipleLines","PhoneService","customerID","gender" 
"No","Fiber optic",79.143,"No","No","Yes",0,"Yes","No","No","Yes","Month-to-month","No","No","Bank transfer (automatic)",1960.4082,22,"No","Yes","2344-QRJWR","Female"
"No internet service","No",19.755,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Electronic check",1274.694,24,"Yes","Yes","5631-ZTWYJ","Female"
"No internet service","No",19.541,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Mailed check",1127.755,15,"No","Yes","1601-EDLZG","Male"
"Yes","Fiber optic",79.6,"Yes","No","Yes",1,"No","No","No","Yes","Month-to-month","No","No","Electronic check",920.0,13,"No","Yes","8620-OVTPY","Male"
"No","Fiber optic",69.949,"Yes","No","Yes",0,"No","No","Yes","No","Month-to-month","No","Yes","Credit card (automatic)",206,3,"No","Yes","0693-WZGNW","Male"
"Yes","DSL",54.612,"No","Yes","Yes",0,"Yes","Yes","No","Yes","Month-to-month","No","No","Credit card (automatic)",86.94,3,"No","Yes","7492-OKQJK","Female"
"No","Fiber optic",75.5,"No","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","Yes","Electronic check",482.04,25,"Yes","Yes","0922-LLKDV","Female"
"No","Fiber optic",84.224,"No","Yes","Yes",0,"Yes","Yes","Yes","No","One year","No","No","Electronic check",7934.2857,72,"Yes","Yes","1604-FXQXJ","Male"
"Yes","Fiber optic",90.6,"No","Yes","Yes",0,"No","No","Yes","Yes","Month-to-month","No","Yes","Mailed check",923.673,9,"No","Yes","0643-TOMID","Male"
"No internet service","No",19.88,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","Yes","No","Electronic check",611.43,8,"Yes","Yes","8786-OMFGG","Male"
"Yes","Fiber optic",95.0,"No","Yes","Yes",0,"Yes","Yes","No","No","Month-to-month","No","No","Bank transfer (automatic)",716.73,38,"Yes","Yes","5256-YDPEY","Female"
"No internet service","No",19.571,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Mailed check",841.633,15,"No","Yes","9999-OQUJG","Male"
"No internet service","No",19.8,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Electronic check",1276.33,22,"No","Yes","1822-JBLVI","Male"
"No internet service","No",25.051,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Mailed check",1710.2,28,"No","Yes","7254-WIEYE","Female"
"No","Fiber optic",79.4,"No","Yes","Yes",0,"Yes","No","Yes","Yes","Month-to-month","No","No","Electronic check",1211.429,13,"No","Yes","3765-IGVPW","Female"
"Yes","Fiber optic",74.3,"No","No","Yes",1,"No","Yes","No","No","Month-to-month","No","Yes","Electronic check",272.2449,12,"Yes","Yes","5829-DHQIX","Female"
"No internet service","No",25.06,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","One year","No","No","Electronic check",860.82,13,"Yes","Yes","9827-MVMZG","Female"
"Yes","Fiber optic",100.31,"Yes","Yes","No",0,"Yes","Yes","Yes","Yes","Month-to-month","Yes","No","Electronic check",1036.73,14,"Yes","Yes","3771-BKWDC","Female"
"Yes","Fiber optic",84.8,"No","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","Yes","Yes","Bank transfer (automatic)",291.8367,10,"No","Yes","6221-XURFK","Female"
"No","Fiber optic",79.684,"Yes","No","Yes",1,"No","No","No","No","One year","Yes","No","Bank transfer (automatic)",2585.714,52,"No","Yes","7193-BFNDK","Male"
"Yes","DSL",44.5,"Yes","No","No",0,"Yes","No","No","Yes","One year","No","No","Electronic check",1611.02,47,"No","Yes","6697-FMGQQ","Female"
"Yes","Fiber optic",85.7,"Yes","No","Yes",0,"No","No","Yes","No","Month-to-month","No","No","Bank transfer (automatic)",20.41,3,"No","Yes","0745-IWLOU","Male"
"Yes","Fiber optic",89.4,"No","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","Yes","Bank transfer (automatic)",197.96,4,"No","Yes","4519-OKJMQ","Male"
"No","Fiber optic",89.8,"No","No","Yes",1,"No","No","No","Yes","Month-to-month","No","No","Electronic check",731.84,14,"No","Yes","9147-TIOWT","Female"
"Yes","Fiber optic",75.3,"No","No","No",0,"Yes","No","No","No","Month-to-month","Yes","Yes","Electronic check",177.96,7,"No","Yes","0143-YWPVZ","Male"
"No","DSL",55.0,"No","No","Yes",0,"Yes","No","Yes","No","Month-to-month","Yes","Yes","Mailed check",239.18,15,"Yes","Yes","4489-CDVZV","Female"
"Yes","Fiber optic",95.3,"No","Yes","Yes",0,"No","No","No","Yes","Month-to-month","No","No","Electronic check",317.96,6,"Yes","Yes","1364-BMLIQ","Female"
"No internet service","No",24.8,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Mailed check",1241.63,16,"Yes","Yes","5127-UGKAA","Male"
"No","Fiber optic",90.6,"Yes","Yes","Yes",0,"No","Yes","No","Yes","Month-to-month","No","Yes","Credit card (automatic)",386.12,1,"Yes","Yes","5461-LNFMN","Male"
"Yes","Fiber optic",105.5,"Yes","No","No",0,"Yes","Yes","Yes","No","Month-to-month","No","No","Bank transfer (automatic)",252.65,12,"Yes","Yes","7544-EIVFW","Female"
"Yes","Fiber optic",94,"Yes","No","Yes",1,"Yes","No","Yes","No","Two year","No","No","Credit card (automatic)",1850.204,22,"No","Yes","7645-HBIDJ","Male"
"No internet service","No",19.6,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","No","Mailed check",86,4,"No","Yes","8523-AMYHJ","Female"
"No","Fiber optic",90.0,"Yes","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","No","Mailed check",356.33,6,"No","Yes","8049-BOQRI","Male"
"Yes","Fiber optic",100.35,"No","No","Yes",1,"Yes","Yes","Yes","No","Two year","No","No","Mailed check",3898.367,59,"Yes","Yes","7601-TZRJK","Female"
"No","DSL",35.18,"No","No","No",0,"No","No","No","No","Month-to-month","Yes","No","Mailed check",668.163,34,"Yes","Yes","4623-CZAKR","Male"
"No internet service","No",19.17,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Credit card (automatic)",1852.24,15,"Yes","Yes","4175-LKRMU","Male"
"No","Fiber optic",84.2,"Yes","Yes","Yes",0,"Yes","Yes","Yes","Yes","Month-to-month","No","No","Mailed check",101.63,5,"No","Yes","5375-XRSOE","Female"
"Yes","Fiber optic",104.3,"No","No","Yes",0,"Yes","Yes","No","No","Month-to-month","No","No","Electronic check",191.02,9,"Yes","Yes","3264-CAANK","Male"
"Yes","DSL",54.949,"No","No","Yes",0,"No","Yes","No","Yes","Month-to-month","No","Yes","Credit card (automatic)",111.43,2,"No","Yes","2723-FOPPW","Female"
"Yes","Fiber optic",80.7,"Yes","Yes","Yes",0,"No","Yes","No","No","Month-to-month","No","No","Electronic check",1125.7142857142858,15,"Yes","Yes","0999-HJRTO","Male"
"No","Fiber optic",69.8,"Yes","Yes","Yes",0,"No","No","No","No","Month-to-month","Yes","Yes","Credit card (automatic)",1121.224,57,"No","Yes","4338-GKYRG","Female"
"No","Fiber optic",79.7,"No","No","Yes",1,"No","No","No","No","Month-to-month","Yes","No","Bank transfer (automatic)",72.2449,3,"No","Yes","3502-IAXFI","Male"
"No internet service","No",20.7,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Two year","Yes","Yes","Credit card (automatic)",1714.694,68,"No","Yes","3314-GXVPQ","Male"
"Yes","DSL",54.653,"No","No","Yes",0,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Mailed check",873.88,10,"Yes","Yes","6987-PHUWU","Male"
"No internet service","No",20.2,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Electronic check",459.5918,20,"Yes","Yes","1063-RIGRB","Male"
"Yes","Fiber optic",80.0,"Yes","Yes","Yes",0,"No","Yes","No","No","Month-to-month","Yes","No","Mailed check",1267.35,38,"Yes","Yes","4127-PNBWR","Female"
"Yes","Fiber optic",80.84,"Yes","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","Yes","No","Bank transfer (automatic)",14.6939,1,"No","Yes","2781-VDZPI","Male"
"Yes","Fiber optic",104.296,"Yes","No","No",0,"Yes","Yes","Yes","No","One year","No","No","Bank transfer (automatic)",1791.84,64,"No","Yes","5628-VPQOV","Male"
"No","Fiber optic",90.7,"Yes","Yes","Yes",0,"Yes","Yes","No","No","Two year","No","Yes","Bank transfer (automatic)",2568.57,52,"Yes","Yes","8757-JYEZP","Male"
"Yes","Fiber optic",69.561,"No","Yes","Yes",1,"No","Yes","Yes","Yes","Month-to-month","No","No","Credit card (automatic)",453.47,4,"Yes","Yes","9721-FESCG","Female"
"Yes","Fiber optic",105,"Yes","No","Yes",1,"Yes","Yes","Yes","No","Month-to-month","No","No","Electronic check",446.94,5,"Yes","Yes","1583-SKDTZ","Male"
"Yes","DSL",45.286,"Yes","No","No",0,"No","Yes","No","No","Two year","No","Yes","Credit card (automatic)",1437.551,72,"Yes","Yes","5975-RNPLS","Female"
"Yes","Fiber optic",70.143,"No","Yes","Yes",0,"No","Yes","Yes","No","Month-to-month","No","Yes","Electronic check",662.86,14,"No","Yes","8045-QDNYV","Male"
"Yes","Fiber optic",104.367,"Yes","Yes","Yes",0,"Yes","Yes","Yes","No","Month-to-month","Yes","Yes","Electronic check",715.918,35,"Yes","Yes","2484-KWDUE","Male"
"No","Fiber optic",79.122,"Yes","Yes","Yes",0,"No","Yes","No","No","One year","Yes","Yes","Mailed check",747.76,35,"No","Yes","3571-CGKIX","Female"
"No internet service","No",25,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Electronic check",838.776,9,"Yes","Yes","4043-QBDOH","Male"
"No","Fiber optic",90.9,"Yes","Yes","Yes",0,"No","No","No","Yes","Month-to-month","No","No","Mailed check",335.1,0,"Yes","Yes","4665-JLWTK","Female"
"No","DSL",44.51,"No","No","No",0,"Yes","Yes","Yes","No","Month-to-month","No","Yes","Mailed check",55.1,1,"Yes","Yes","2570-RAAJD","Male"
"No internet service","No",20.16,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Electronic check",389.8,1,"No","Yes","5321-REZLO","Female"
"Yes","Fiber optic",79.0,"No","No","Yes",1,"Yes","Yes","No","No","Two year","Yes","Yes","Bank transfer (automatic)",1753.0612,71,"Yes","Yes","7176-JBZGL","Male"
"Yes","Fiber optic",70.214,"No","Yes","Yes",0,"No","No","No","Yes","Month-to-month","No","Yes","Mailed check",453.47,6,"Yes","Yes","0083-XJQRN","Female"
"Yes","Fiber optic",70.31,"No","Yes","Yes",0,"No","No","No","Yes","One year","No","No","Electronic check",1267.76,38,"Yes","Yes","5958-IJDOA","Female"
"Yes","Fiber optic",104.031,"No","No","Yes",0,"Yes","Yes","No","No","Month-to-month","No","Yes","Credit card (automatic)",1624.08,47,"No","Yes","8547-ISJKX","Male"
"No internet service","No",20.796,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Two year","Yes","Yes","Bank transfer (automatic)",1782.86,70,"No","Yes","6209-ADUUX","Female"
"No internet service","No",19.684,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","Yes","No","Electronic check",831.84,40,"No","Yes","0849-FJOEK","Female"
"No internet service","No",20.57,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","Yes","Mailed check",77.14,9,"Yes","Yes","5267-TNERQ","Female"
"No internet service","No",20.878,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Mailed check",818.367,18,"Yes","Yes","5848-CBBQY","Female"
"No","Fiber optic",69.93,"No","Yes","Yes",0,"No","Yes","No","No","Month-to-month","No","No","Electronic check",1781.22,66,"No","Yes","2988-BDPQD","Male"
"No internet service","No",24.92,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Bank transfer (automatic)",34.7,4,"No","Yes","3968-BDEQT","Male"
"Yes","Fiber optic",70.755,"Yes","No","Yes",0,"No","No","No","No","Month-to-month","Yes","Yes","Credit card (automatic)",1264.08,16,"No","Yes","2343-NUXMJ","Female"
"Yes","Fiber optic",70.37,"Yes","Yes","Yes",0,"No","No","No","No","Two year","No","No","Bank transfer (automatic)",6586.12,58,"No","Yes","0069-NITDT","Female"
"No","DSL",45.388,"No","Yes","Yes",0,"No","No","Yes","No","Month-to-month","Yes","Yes","Mailed check",835.1,9,"Yes","Yes","7617-KDSFU","Female"
"No","Fiber optic",94.255,"Yes","No","Yes",0,"Yes","Yes","Yes","Yes","Month-to-month","No","No","Electronic check",272.245,11,"No","Yes","3017-PBMZP","Female"
"Yes","Fiber optic",75.888,"Yes","No","No",0,"Yes","Yes","No","No","Two year","Yes","Yes","Credit card (automatic)",4946.939,60,"Yes","Yes","6221-DHAJH","Male"
"Yes","Fiber optic",100.2,"Yes","No","No",0,"Yes","Yes","Yes","No","Month-to-month","No","Yes","Electronic check",512.65,6,"Yes","Yes","7635-VYLPA","Male"
"No internet service","No",25.0,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Mailed check",242.86,12,"Yes","Yes","1098-KHQPX","Female"
"Yes","Fiber optic",90.2,"No","No","Yes",0,"No","Yes","Yes","No","Month-to-month","No","No","Credit card (automatic)",1706.53,23,"Yes","Yes","2207-ENAQY","Male"
"No","Fiber optic",74.3,"Yes","No","Yes",0,"No","No","Yes","No","Month-to-month","No","No","Mailed check",291.02,12,"Yes","Yes","5835-BHQNQ","Male"
"No","Fiber optic",95.1,"No","No","Yes",0,"Yes","Yes","Yes","No","One year","Yes","Yes","Credit card (automatic)",6590.61,60,"Yes","Yes","5363-GSIML","Male"
"Yes","DSL",25.0,"Yes","No","No",0,"Yes","No","Yes","No","Two year","No","Yes","Bank transfer (automatic)",8044.898,72,"Yes","Yes","0129-FFMJE","Male"
"Yes","Fiber optic",74.56,"No","Yes","Yes",0,"No","No","No","No","Month-to-month","No","Yes","Mailed check",1470.2,15,"Yes","Yes","2823-XSOIZ","Female"
"Yes","Fiber optic",70.79,"Yes","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","Yes","No","Electronic check",1262.0408,24,"Yes","Yes","5685-RQQCO","Male"
"No internet service","No",20.5,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Two year","No","No","Bank transfer (automatic)",5965.71,72,"Yes","Yes","6990-XGZWW","Female"
"Yes","Fiber optic",74.449,"Yes","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","Yes","No","Credit card (automatic)",1993.469387755102,20,"No","Yes","7323-BWCAX","Female"
"Yes","Fiber optic",100.08,"Yes","Yes","No",0,"Yes","Yes","No","No","Month-to-month","No","No","Mailed check",226.94,12,"Yes","Yes","0204-MKFKK","Male"
"Yes","Fiber optic",94.04,"No","No","No",0,"Yes","Yes","No","Yes","Month-to-month","Yes","Yes","Electronic check",375.51,19,"No","Yes","7842-QWSMF","Male"
"Yes","Fiber optic",79.0,"No","Yes","Yes",0,"No","Yes","No","No","Two year","Yes","Yes","Bank transfer (automatic)",1857.551,71,"Yes","Yes","1180-TNCLC","Male"
"No","Fiber optic",95.0,"No","Yes","Yes",0,"No","Yes","No","No","Two year","No","Yes","Electronic check",3467.7551,63,"Yes","Yes","2328-ZIHDO","Female"
"No","Fiber optic",85.051,"Yes","No","Yes",0,"No","Yes","Yes","No","One year","Yes","Yes","Bank transfer (automatic)",5783.2653,72,"No","Yes","4845-QAGFM","Female"
"Yes","Fiber optic",104.24,"Yes","Yes","Yes",1,"Yes","Yes","Yes","No","Month-to-month","No","Yes","Electronic check",295.51,11,"No","Yes","0020-MUHRL","Male"
"No","Fiber optic",94.408,"Yes","Yes","Yes",0,"Yes","No","No","No","Two year","Yes","No","Bank transfer (automatic)",3602.041,60,"No","Yes","2141-IRHRX","Male"
"Yes","Fiber optic",90.724,"No","Yes","Yes",0,"Yes","No","No","No","Month-to-month","Yes","Yes","Credit card (automatic)",474.286,25,"No","Yes","0584-PSASN","Female"
"Yes","Fiber optic",95.4,"Yes","Yes","Yes",0,"No","No","Yes","Yes","Month-to-month","Yes","No","Electronic check",38.78,3,"No","Yes","5451-QFYBX","Female"
"Yes","Fiber optic",79.571,"Yes","No","No",0,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Mailed check",81.22,5,"No","Yes","4967-GNQJT","Male"
"No internet service","No",25.051,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","No","Credit card (automatic)",2214.694,28,"Yes","Yes","0082-UEYAI","Female"
"Yes","Fiber optic",84.1,"Yes","Yes","Yes",0,"Yes","Yes","No","Yes","Month-to-month","No","No","Credit card (automatic)",419.18,2,"Yes","Yes","1270-GFRYI","Male"
"No internet service","No",19.52,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","Yes","Yes","Credit card (automatic)",886.122,42,"No","Yes","1512-RCDCD","Female"
"Yes","Fiber optic",69.6,"Yes","No","Yes",0,"No","No","No","No","Two year","Yes","Yes","Electronic check",2427.3469,30,"No","Yes","7728-LWMXA","Female"
"Yes","DSL",75.99,"No","No","Yes",0,"Yes","No","No","No","Month-to-month","No","No","Electronic check",1355.92,14,"Yes","Yes","1109-USTEQ","Male"
"Yes","Fiber optic",84.224,"No","Yes","Yes",0,"Yes","No","No","No","Two year","No","No","Bank transfer (automatic)",1843.27,71,"No","Yes","0083-CJQOP","Male"
"Yes","Fiber optic",95.05,"No","Yes","Yes",0,"No","No","Yes","No","Month-to-month","No","Yes","Electronic check",1136.327,15,"No","Yes","4895-RNFJO","Female"
"No","Fiber optic",75.714,"No","No","Yes",1,"Yes","Yes","No","No","Month-to-month","No","No","Mailed check",88.16,5,"Yes","Yes","6529-JANHN","Male"
"No internet service","No",20.602,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","Yes","Yes","Electronic check",312.6531,4,"Yes","Yes","3994-HMCZF","Female"
"Yes","Fiber optic",105.347,"No","No","Yes",1,"Yes","Yes","No","Yes","Month-to-month","No","Yes","Mailed check",183.27,5,"Yes","Yes","2927-VQCVZ","Male"
"No internet service","No",19.3,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","One year","No","Yes","Electronic check",5462.449,60,"No","Yes","1698-GJZBW","Female"
"No","Fiber optic",79.408,"Yes","Yes","Yes",0,"Yes","No","No","Yes","Month-to-month","Yes","Yes","Electronic check",365.71,16,"No","Yes","2782-IOAZY","Male"
"No","Fiber optic",75.367,"Yes","No","Yes",0,"No","Yes","Yes","No","Month-to-month","Yes","No","Electronic check",824.9,41,"No","Yes","6322-XFXCG","Male"
"No","Fiber optic",84.561,"Yes","No","Yes",1,"No","Yes","No","Yes","Month-to-month","No","Yes","Credit card (automatic)",432.2449,3,"Yes","Yes","5993-FYQQO","Female"
"No","Fiber optic",75.1,"No","No","Yes",1,"Yes","No","No","No","Month-to-month","No","No","Electronic check",1386.122,12,"Yes","Yes","6931-IPNGS","Female"
"Yes","Fiber optic",105.082,"No","No","Yes",0,"Yes","Yes","No","Yes","Month-to-month","No","Yes","Credit card (automatic)",70.204,3,"No","Yes","1167-ZAROU","Male"
"No internet service","No",25.3,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Mailed check",516.3265,7,"Yes","Yes","1579-AQITZ","Female"
"No","Fiber optic",80.4,"Yes","No","No",0,"Yes","Yes","No","Yes","Month-to-month","No","Yes","Bank transfer (automatic)",1349.796,69,"Yes","Yes","5099-JPCOR","Male"
"No","Fiber optic",79.061,"No","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","No","Electronic check",405.306,3,"No","Yes","2080-TZYKY","Female"
"Yes","Fiber optic",95.2,"Yes","Yes","Yes",0,"No","Yes","No","No","Month-to-month","Yes","Yes","Bank transfer (automatic)",2017.959,24,"No","Yes","8610-BQOCI","Male"
"Yes","Fiber optic",95.3,"No","Yes","Yes",0,"Yes","No","Yes","No","Month-to-month","No","No","Mailed check",512.24,7,"Yes","Yes","6532-GPBNJ","Female"
"Yes","Fiber optic",70.99,"Yes","No","Yes",1,"Yes","Yes","No","No","Month-to-month","No","No","Electronic check",226.939,4,"Yes","Yes","7246-GDATV","Female"
"Yes","Fiber optic",69.84,"No","Yes","Yes",0,"No","No","Yes","No","Month-to-month","Yes","Yes","Electronic check",405.306,11,"Yes","Yes","3643-KHPVE","Male"
"No","Fiber optic",85.418,"No","No","Yes",0,"Yes","Yes","Yes","Yes","Month-to-month","No","Yes","Credit card (automatic)",55.1,1,"No","Yes","9827-EKKJU","Female"
"No internet service","No",19.6,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Credit card (automatic)",215.92,4,"No","Yes","4237-QKGJA","Female"
"No","Fiber optic",84.92,"Yes","Yes","Yes",0,"Yes","No","No","No","Month-to-month","No","No","Mailed check",1248.16,16,"No","Yes","9866-YRNJE","Female"
"Yes","Fiber optic",80.245,"No","No","Yes",0,"No","Yes","Yes","No","Month-to-month","No","No","Electronic check",1000.816,15,"Yes","Yes","1085-MVHFS","Female"
"No","Fiber optic",70.163,"No","Yes","Yes",0,"Yes","No","Yes","No","Month-to-month","No","No","Electronic check",336.33,5,"Yes","Yes","3743-AKAON","Female"
"Yes","Fiber optic",89.531,"Yes","No","Yes",0,"No","Yes","Yes","Yes","Month-to-month","No","No","Electronic check",6764.9,64,"Yes","Yes","4706-BXSBP","Female"
"No internet service","No",25.337,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Credit card (automatic)",60.0,2,"Yes","Yes","7207-WENHA","Female"
"No internet service","No",20.2,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Credit card (automatic)",1469.39,17,"No","Yes","0716-JOWIR","Female"
"Yes","Fiber optic",104.28,"Yes","Yes","Yes",1,"Yes","Yes","Yes","No","Month-to-month","Yes","Yes","Mailed check",211.84,11,"No","Yes","7199-ENWXY","Female"
"Yes","Fiber optic",90.1,"No","Yes","Yes",0,"No","Yes","No","Yes","Month-to-month","Yes","No","Electronic check",238.367,12,"No","Yes","5095-LKYML","Male"
"No internet service","No",19.316,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Electronic check",1062.041,52,"Yes","Yes","3936-JZXBO","Female"
"No","Fiber optic",80.3,"No","Yes","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","No","Credit card (automatic)",1299.18,66,"No","Yes","6594-ZFMJO","Female"
"No","DSL",41.796,"Yes","Yes","No",0,"No","No","Yes","No","Month-to-month","Yes","No","Credit card (automatic)",1360.0,18,"Yes","Yes","0964-OUXBV","Male"
"Yes","Fiber optic",74.92,"No","Yes","Yes",1,"No","Yes","No","No","Month-to-month","No","No","Electronic check",1240.0,13,"Yes","Yes","4796-JTSEQ","Male"
"No","Fiber optic",85.49,"Yes","Yes","Yes",0,"No","Yes","No","Yes","Month-to-month","No","Yes","Mailed check",618.78,8,"No","Yes","2848-POWRD","Male"
"No","Fiber optic",74.39,"Yes","No","Yes",0,"No","No","No","No","Two year","Yes","No","Electronic check",7565.7143,71,"Yes","Yes","2208-RNIVP","Female"
"No","Fiber optic",85.59,"Yes","Yes","Yes",0,"Yes","No","No","No","Month-to-month","No","Yes","Mailed check",548.98,7,"No","Yes","2442-IZKJH","Female"
"No internet service","No",19.66,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Electronic check",866.94,44,"Yes","Yes","8688-DJVBW","Male"
"No internet service","No",20.0,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","Yes","Electronic check",119.592,5,"No","Yes","3752-MJPJT","Female"
"No","DSL",56.87,"Yes","No","Yes",0,"No","Yes","No","No","Two year","Yes","No","Mailed check",1756.33,27,"No","Yes","6168-IGPOJ","Female"
"No internet service","No",19.194,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Credit card (automatic)",85.31,3,"Yes","Yes","4134-IVYFY","Female"
"Yes","Fiber optic",79.98,"Yes","No","No",0,"Yes","Yes","No","Yes","Month-to-month","Yes","Yes","Mailed check",2000.816,24,"No","Yes","6990-LSFLA","Female"
"No internet service","No",25.16,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Mailed check",112.2449,5,"No","Yes","1510-WGHPG","Female"
"No","Fiber optic",85,"No","No","Yes",0,"No","No","Yes","No","Month-to-month","Yes","Yes","Electronic check",1101.633,14,"Yes","Yes","9220-FEITP","Female"
"Yes","DSL",45.255,"Yes","Yes","Yes",0,"No","No","Yes","Yes","Month-to-month","No","No","Mailed check",826.939,9,"Yes","Yes","4746-PAECB","Female"
"No","Fiber optic",89,"No","No","No",0,"Yes","No","No","Yes","Month-to-month","No","No","Mailed check",441.63,9,"No","Yes","6593-OHPKK","Female"
"Yes","Fiber optic",73.9,"No","No","Yes",0,"No","Yes","Yes","No","Two year","Yes","Yes","Credit card (automatic)",8466.531,71,"No","Yes","3378-CBUHS","Female"
"No internet service","No",25.4,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","No","Bank transfer (automatic)",403.265,4,"Yes","Yes","7461-SXQIL","Male"
"No internet service","No",19.5,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","One year","No","No","Electronic check",2001.2245,34,"No","Yes","1725-NLTOX","Female"
"No internet service","No",20.6,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","One year","No","Yes","Credit card (automatic)",7176.33,72,"Yes","Yes","5815-ZJLNF","Male"
"No internet service","No",25.01,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","No","Bank transfer (automatic)",3586.53,43,"No","Yes","2039-YRPPK","Male"
"No","DSL",55.224,"No","No","No",0,"No","No","No","No","Month-to-month","No","No","Credit card (automatic)",2169.8,25,"No","Yes","8210-ARAGE","Male"
"No internet service","No",19.8,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","Yes","No","Bank transfer (automatic)",7.755,4,"Yes","Yes","7890-DPNXD","Male"
"No internet service","No",20.8,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Credit card (automatic)",354.69,2,"Yes","Yes","9402-MRJMK","Female"
"Yes","Fiber optic",79.347,"No","Yes","Yes",0,"No","No","No","No","Two year","No","Yes","Electronic check",2180.41,45,"Yes","Yes","0073-FHIOA","Female"
"Yes","Fiber optic",105.347,"Yes","Yes","Yes",0,"Yes","Yes","No","Yes","Month-to-month","Yes","Yes","Electronic check",126.53061224489795,6,"No","Yes","6708-QLKIP","Female"
"No","DSL",45.1,"No","No","No",0,"No","No","No","No","Month-to-month","Yes","Yes","Electronic check",1160.41,18,"No","Yes","0824-PKUAQ","Female"
"Yes","Fiber optic",70.449,"No","Yes","Yes",0,"Yes","Yes","No","Yes","Month-to-month","Yes","No","Electronic check",562,10,"No","Yes","1244-NUUPG","Male"
